Title,Overall_income,Budget,Rating,Genre,Languages,Countries,Countries_GDP
Serenity,13008804,25000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Bring the Soul: The Movie,12991032,0,,Documentary,['Korean'],['South Korea'],1709232000000.0
Friend Zone,12964399,0,,Romantic Comedy,['Thai'],['Thailand'],512193000000.0
Byeonsin,12912361,0,,Horror,['Korean'],['South Korea'],1709232000000.0
Lo dejo cuando a quiera,12880024,0,,Comedy,['Spanish'],['Spain'],1582054000000.0
The Current War: Director’s Cut,12869755,30000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Promare,12845911,0,PG-13,Adventure,['Japanese'],['Japan'],4230862000000.0
Donne moi des ailes,12669555,0,,Adventure,"['English', 'French', 'Norwegian']","['France', 'Norway']",3595784000000.0
Le chant du loup,12639190,0,,Thriller/Suspense,['French'],['France'],3049016000000.0
Apollo 11,12125995,0,G,Documentary,['English'],['United States'],26949643000000.0
Girl Cops,12030796,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
City Hunter: Shinjuku Private Eyes,11960955,0,,Action,['Japanese'],['Japan'],4230862000000.0
Jûni-nin no shinitai kodomo-tachi,11950916,0,,Thriller/Suspense,['Japanese'],['Japan'],4230862000000.0
Mirreyes contra Godinez,11949192,0,,Comedy,['Spanish'],['Mexico'],1811468000000.0
Portrait de la jeune fille en feu,11917143,5400000,R,Drama,['French'],['France'],3049016000000.0
Quan zhi gao shou zhi dian feng rong yao,11840495,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Fisherman's Friends,11800370,0,PG-13,Comedy,['English'],['United Kingdom'],3332059000000.0
Good Newwz,11645364,0,,Comedy,"['English', 'Hindi']",['India'],3732224000000.0
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,11638294,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Uta no Prince-sama - Maji Love Kingdom Movie,11597863,0,,Musical,['Japanese'],['Japan'],4230862000000.0
Soyuz spaseniya,11401318,0,,Drama,['Russian'],['Russia'],1862470000000.0
Arctic Dogs,11285154,50000000,PG,Adventure,['English'],"['Canada', 'China', 'India', 'Japan', 'South Korea', 'United Kingdom', 'United States']",59772724000000.0
Ma cosa ci dice il cervello,11227421,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Yellow Rose,11213147,0,G,Drama,[],['China'],17700899000000.0
Doragon Kuesuto Yua Sutōrī,11114288,0,,Black Comedy,['Japanese'],['Japan'],4230862000000.0
Corpus Christi,10951283,1300000,,Drama,['Polish'],['Poland'],842172000000.0
The Courier,10862201,0,R,Action,['English'],"['United Kingdom', 'United States']",30281702000000.0
The White Crow,10855621,0,R,Drama,"['English', 'French', 'Russian']","['France', 'United Kingdom']",6381075000000.0
Where’d You Go Bernadette,10844598,20000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Saja,10776117,0,,Action,['Korean'],['South Korea'],1709232000000.0
Jexi,10601127,5000000,R,Romantic Comedy,['English'],['United States'],26949643000000.0
Polityka,10586482,0,,Drama,['Polish'],['Poland'],842172000000.0
No Longer Human,10452114,0,,Drama,['Japanese'],['Japan'],4230862000000.0
The Best of Enemies,10268749,10000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Naui Teukbyeolhan Hyungje,10207898,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Ženy v běhu,10193358,0,,Comedy,['Czech'],['Czech Republic'],335243000000.0
Sorry We Missed You,10159739,0,,Drama,['English'],"['Belgium', 'France', 'United Kingdom']",7008586000000.0
Bei Guang Zhua Zou De Ren,10102949,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Leberkäsjunkie,10057790,0,,Comedy,['German'],['Germany'],4429838000000.0
Avengers: Infinity War,2048359754,300000000,PG-13,Action,['English'],['United States'],26949643000000.0
Black Panther,1336494320,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Jurassic World: Fallen Kingdom,1308323302,170000000,PG-13,Action,['English'],['United States'],26949643000000.0
Incredibles 2,1242805359,200000000,PG,Adventure,['English'],['United States'],26949643000000.0
Aquaman,1143758700,160000000,PG-13,Action,['English'],['United States'],26949643000000.0
Bohemian Rhapsody,879088897,55000000,PG-13,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Venom,856081053,116000000,PG-13,Action,['English'],['United States'],26949643000000.0
Mission: Impossible—Fallout,786626183,178000000,PG-13,Action,['English'],['United States'],26949643000000.0
Deadpool 2,786362370,110000000,R,Action,['English'],['United States'],26949643000000.0
Fantastic Beasts: The Crimes of Grindelwald,648455339,200000000,PG-13,Adventure,['English'],"['United Kingdom', 'United States']",30281702000000.0
Ant-Man and the Wasp,623144660,130000000,PG-13,Action,['English'],['United States'],26949643000000.0
Ready Player One,579055653,150000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Tang Ren Jie Tan An 2,544068574,0,R,Action,['Mandarin'],['China'],17700899000000.0
Hong Hai Xing Dong,543391535,0,,Action,['Mandarin'],['China'],17700899000000.0
Ralph Breaks The Internet,529290830,175000000,PG,Adventure,['English'],['United States'],26949643000000.0
Hotel Transylvania 3: Summer Vacation,527706567,65000000,PG,Adventure,['English'],['United States'],26949643000000.0
The Meg,527267828,178000000,PG-13,Action,['English'],['United States'],26949643000000.0
Dr. Seuss’ The Grinch,512862251,75000000,PG,Adventure,['English'],['United States'],26949643000000.0
Bumblebee,465195589,102000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Wo Bi Shi Yao Shen,451183392,0,,Drama,['Mandarin'],['China'],17700899000000.0
A Star is Born,431870523,36000000,R,Drama,['English'],['United States'],26949643000000.0
Rampage,427947217,120000000,PG-13,Action,['English'],['United States'],26949643000000.0
Mamma Mia: Here We Go Again!,399175380,75000000,PG-13,Musical,['English'],"['Sweden', 'United Kingdom', 'United States']",30878812000000.0
Solo: A Star Wars Story,393151347,275000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Spider-Man: Into The Spider-Verse 3D,375464627,90000000,PG,Adventure,['English'],['United States'],26949643000000.0
Fifty Shades Freed,371985018,55000000,R,Drama,['English'],['United States'],26949643000000.0
Xi Hong Shi Shou Fu,366961920,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
The Nun,362900037,22000000,R,Horror,['English'],['United States'],26949643000000.0
Zhuo yao ji 2,361683815,0,,Adventure,['Mandarin'],['China'],17700899000000.0
Mary Poppins Returns,348901032,130000000,PG,Musical,['English'],['United States'],26949643000000.0
Peter Rabbit,346727372,50000000,PG,Adventure,['English'],"['Australia', 'United States']",28637356000000.0
A Quiet Place,334876670,17000000,PG-13,Horror,"['English', 'Sign Language']",['United States'],26949643000000.0
Green Book,319995019,23000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Skyscraper,304858121,125000000,PG,Action,['English'],['United States'],26949643000000.0
Ocean’s 8,297718711,70000000,PG-13,Action,['English'],['United States'],26949643000000.0
Pacific Rim: Uprising,290930148,155000000,PG-13,Action,['English'],['United States'],26949643000000.0
Tomb Raider,273477501,90000000,PG-13,Action,['English'],['United States'],26949643000000.0
Maze Runner: The Death Cure,265878536,61000000,PG-13,Action,['English'],['United States'],26949643000000.0
Halloween,255416089,10000000,R,Horror,['English'],['United States'],26949643000000.0
Crazy Rich Asians,237814149,30000000,PG-13,Romantic Comedy,['English'],['United States'],26949643000000.0
Smallfoot,214244195,80000000,PG,Adventure,['English'],['United States'],26949643000000.0
Creed II,213591522,50000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Hou Lai De Wo Men,209221328,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Yi Chu Hao Xi,198330770,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Christopher Robin,197744377,75000000,PG,Adventure,['English'],['United States'],26949643000000.0
The Equalizer 2,190376181,77000000,R,Action,['English'],['United States'],26949643000000.0
Wu Shuang,186027770,0,,Thriller/Suspense,['Cantonese'],['Hong Kong'],385546000000.0
The Mule,173453994,50000000,R,Drama,['English'],['United States'],26949643000000.0
Insidious: The Last Key,172811971,10000000,PG-13,Horror,['English'],['United States'],26949643000000.0
The Nutcracker and the Four Realms,170024300,132900000,PG,Adventure,['English'],['United States'],26949643000000.0
The Predator,159487563,88000000,R,Action,['English'],['United States'],26949643000000.0
Johnny English Strikes Again,159369278,30000000,PG,Comedy,['English'],"['France', 'United Kingdom', 'United States']",33330718000000.0
Bi Bei Shang Geng Bei Shang De Gu Shi,151056221,0,,Drama,['Mandarin'],['Taiwan'],751930000000.0
Red Sparrow,145951861,69000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
The First Purge,137054597,13000000,R,Horror,['English'],['United States'],26949643000000.0
How Long Will I Love U,133650584,0,,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
A Wrinkle in Time,133214549,103000000,PG,Adventure,['English'],['United States'],26949643000000.0
The House with a Clock in its Walls,131457147,40000000,PG,Comedy,['English'],['United States'],26949643000000.0
Dragon Ball Super: Broly,122740616,8500000,PG,Action,['Japanese'],['Japan'],4230862000000.0
Instant Family,119736188,48000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Wu Wen Xi Dong,119035160,0,G,Drama,['Mandarin'],['China'],17700899000000.0
The Commuter,118509836,40000000,PG-13,Action,['English'],['United States'],26949643000000.0
Huang Qiang Zou Ban,118128641,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Game Night,117378084,37000000,R,Comedy,['English'],['United States'],26949643000000.0
Xi You Ji Nu Er Guo,115089944,0,,Action,['Mandarin'],['China'],17700899000000.0
Meitantei Conan: Zero no Shikkônin,107918046,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Book Club,105953632,10000000,PG-13,Romantic Comedy,['English'],['United States'],26949643000000.0
First Man,105523737,60000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Night School,104145633,29000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Alpha,99624873,51000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
A Simple Favor,97628717,20000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Sherlock Gnomes,97459106,59000000,PG,Adventure,['English'],['United States'],26949643000000.0
Xiong Chu Mei Zhi Bian Xing Ji,96784216,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
The Favourite,95849029,15000000,R,Black Comedy,['English'],"['Ireland', 'United Kingdom', 'United States']",30871271000000.0
Truth or Dare,95292744,3500000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Shou Ji Kuang Xiang,94951615,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Blockers,94523781,21000000,R,Comedy,['English'],['United States'],26949643000000.0
Singwa Hamgge: Ingwa Yeon,93453434,0,,Action,['Korean'],['South Korea'],1709232000000.0
BlacKkKlansman,93411426,15000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Goosebumps 2: Haunted Halloween,93006429,35000000,PG,Horror,['English'],"['Australia', 'United States']",28637356000000.0
Jing Zhou,91462581,0,,Action,['Mandarin'],['China'],17700899000000.0
I Feel Pretty,91444095,32000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Overboard,91244913,12000000,PG-13,Romantic Comedy,['English'],['United States'],26949643000000.0
Di Ren Jie Zhi Si Da Tian Wang,90035547,0,,Action,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Li Cha De Gu Ma,86876449,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
I Can Only Imagine,85783567,7000000,PG,Drama,['English'],['United States'],26949643000000.0
Mortal Engines,85481904,100000000,PG-13,Action,['English'],"['New Zealand', 'United States']",27199058000000.0
Robin Hood,85210012,99000000,PG-13,Action,['English'],['United States'],26949643000000.0
Xie Bu Ya Zheng,85170584,0,G,Drama,"['English', 'Japanese', 'Mandarin']","['China', 'United States']",44650542000000.0
Hereditary,81263489,10000000,R,Horror,['English'],['United States'],26949643000000.0
Ai qing gong yu,81096320,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Den of Thieves,80147166,30000000,R,Action,['English'],['United States'],26949643000000.0
Eiga Doraemon Nobita no Takarajima,79904554,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
The Spy Who Dumped Me,78998245,40000000,R,Comedy,['English'],['United States'],26949643000000.0
Code Blue the Movie,78778560,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Tag,77024944,28000000,R,Comedy,['English'],['United States'],26949643000000.0
Sicario: Day of the Soldado,76346094,35000000,R,Action,"['English', 'Spanish']","['Italy', 'United States']",29135725000000.0
Widows,75984700,40000000,R,Thriller/Suspense,['English'],"['United Kingdom', 'United States']",30281702000000.0
Searching,75636047,880000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Dongwu shijie,74842075,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Padmavati,74630951,0,,Drama,['Hindi'],['India'],3732224000000.0
Sanju,73526244,0,,Drama,['Hindi'],['India'],3732224000000.0
Astérix: Le secret de la potion magique,73216733,0,,Adventure,"['French', 'Latin']",['France'],3049016000000.0
Manbiki kazoku,72625771,0,R,Drama,['Japanese'],['Japan'],4230862000000.0
"Li hai le, wo de guo",72506344,0,G,Documentary,['Mandarin'],['China'],17700899000000.0
12 Strong,71118378,35000000,R,Drama,['English'],['United States'],26949643000000.0
Vice,70893782,60000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Mile 22,66295121,35000000,R,Action,['English'],['United States'],26949643000000.0
Life of the Party,65859911,30000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
"Love, Simon",65520633,10000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Cafarnaúm,65233793,4000000,R,Drama,"['Amharic', 'Arabic']","['Lebanon', 'United States']",26987588000000.0
L Feng Bao,63931005,0,,Action,['Cantonese'],['Hong Kong'],385546000000.0
Second Act,63288854,15700000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Isle of Dogs,58497750,0,PG-13,Adventure,['English'],['United States'],26949643000000.0
Adrift,57897191,35000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Mu Hou Wan Jia,56235548,0,G,Drama,['Mandarin'],['China'],17700899000000.0
The 15:17 to Paris,56096200,30000000,PG-13,Drama,['English'],['United States'],26949643000000.0
La ch'tite famille,55613061,31400000,,Comedy,"['English', 'French']",['France'],3049016000000.0
Kuai Ba Wo Ge Dai Zou,54663066,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Bei Shang Ni Liu Cheng He,51955230,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Slender Man,51945949,10000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Peppermint,51800758,25000000,R,Action,['English'],['United States'],26949643000000.0
Teen Titans Go! To The Movies,51620593,10000000,PG,Adventure,['English'],['United States'],26949643000000.0
Breaking In,51485382,6000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Andhadhun,48707583,0,,Multiple Genres,['Hindi'],['India'],3732224000000.0
Death Wish,48575965,30000000,R,Action,['English'],['United States'],26949643000000.0
Mary Queen of Scots,48481754,25000000,R,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Les Tuche 3,47427990,0,,Comedy,['French'],['France'],3049016000000.0
Acrimony,46627836,20000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Uncle Drew,46594261,18000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Campeones,46236356,0,,Comedy,['Spanish'],['Spain'],1582054000000.0
Huang Jin Xiong Di,46165078,0,,Action,['Cantonese'],['Hong Kong'],385546000000.0
Winchester,45960255,3500000,PG-13,Horror,['English'],['United States'],26949643000000.0
Legend of Tang Dynasty 2,45521268,0,G,Adventure,[],['China'],17700899000000.0
Early Man,45285890,50000000,PG,Adventure,['English'],"['France', 'United Kingdom']",6381075000000.0
Annihilation,43070915,55000000,R,Thriller/Suspense,['English'],"['United Kingdom', 'United States']",30281702000000.0
The Possession of Hannah Grace,42873730,6000000,R,Horror,['English'],['United States'],26949643000000.0
Di Qiu Zui Hou De Ye Wang,42148570,0,,Drama,['Mandarin'],"['China', 'France']",20749915000000.0
Taxi 5,41957523,0,,Comedy,['French'],['France'],3049016000000.0
Holmes & Watson,41926605,42000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Ansisung,41754733,0,,Action,['Korean'],['South Korea'],1709232000000.0
Zhao Dao Ni,41046927,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Show Dogs,40014998,5500000,PG,Comedy,['English'],['United States'],26949643000000.0
T-34,39526616,10000000,,Drama,['Russian'],['Russia'],1862470000000.0
wanbyeokhan tain,39504707,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Overlord,39178189,38000000,R,Action,['English'],['United States'],26949643000000.0
Dokjeon,39013100,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
On the Basis of Sex,38780888,20000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Nada a Perder,38399842,0,PG,Drama,['Portuguese'],['Brazil'],2126809000000.0
The Darkest Minds,38361428,34000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Gongjak,38191961,0,,Drama,"['Japanese', 'Korean', 'Mandarin']",['South Korea'],1709232000000.0
Pan Zi Xinh Dong Dui,37516290,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Nan Ji Jue Lian,37018276,0,,Adventure,['Mandarin'],['China'],17700899000000.0
Le Grand Bain,36917567,0,,Comedy,['French'],['France'],3049016000000.0
The Hate U Give,35067665,23000000,PG-13,Drama,['English'],['United States'],26949643000000.0
The Girl in the Spider’s Web,34983342,43000000,R,Thriller/Suspense,['English'],"['Sweden', 'United States']",27546753000000.0
Mia et le lion blanc,34299855,0,PG,Drama,"['English', 'French']","['France', 'Germany', 'South Africa']",7859760000000.0
The Hurricane Heist,33222314,40000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Nobody’s Fool,32589493,19000000,R,Drama,['English'],['United States'],26949643000000.0
Baaghi 2,32408855,0,,Action,['Hindi'],['India'],3732224000000.0
The Strangers: Prey at Night,32144262,5000000,R,Horror,['English'],['United States'],26949643000000.0
Super Troopers 2,31966740,13500000,R,Comedy,['English'],['United States'],26949643000000.0
Der Junge muss an die frische Luft,31920181,0,,Comedy,['German'],['Germany'],4429838000000.0
Bad Times at the El Royale,31178942,32000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Gintama 2: Okite wa Yaburu tame ni koso Aru,30798089,0,,Action,['Japanese'],['Japan'],4230862000000.0
Hichki,30444106,0,,Drama,['Hindi'],['India'],3732224000000.0
Mirai no Mirai,30430147,0,PG,Adventure,['Japanese'],['Japan'],4230862000000.0
Meng Chong Guo Jiang,30355804,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Kler,29913342,0,,Drama,"['Czech', 'Italian', 'Polish']",['Poland'],842172000000.0
Amsusalin,29433930,0,,Drama,[],['South Korea'],1709232000000.0
Lyod,29409365,0,,Multiple Genres,['Russian'],['Russia'],1862470000000.0
Hunter Killer,29312121,40000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Stan & Ollie,29062674,10000000,PG,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Padman,28906686,0,PG-13,Comedy,['Hindi'],['India'],3732224000000.0
Free Solo,28605995,0,PG-13,Documentary,['English'],['United States'],26949643000000.0
Thugs of Hindostan,27942770,0,,Action,['Hindi'],['India'],3732224000000.0
Gukgabudoui Nal,27519661,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Boku no Hero Academia the Movie,27507549,0,PG-13,Adventure,['Japanese'],['Japan'],4230862000000.0
The Happytime Murders,27506412,40000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Politseyskiy s Rublyovki. Novogodniy bespredel,27061365,0,,Comedy,['Russian'],['Russia'],1862470000000.0
Midnight Sun,26952508,2800000,PG-13,Drama,['English'],['United States'],26949643000000.0
Zu Zong Shi Jiu Dai,26796280,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Kamera o tomeru na!,26702031,0,,Horror,['Japanese'],['Japan'],4230862000000.0
"Paul, Apostle of Christ",26078500,5000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Kensatsu gawa no zainin,26033246,0,,Drama,['Japanese'],['Japan'],4230862000000.0
White Boy Rick,25947983,30000000,R,Drama,['English'],['United States'],26949643000000.0
Rangasthalam,25495478,0,,Drama,['Telugu'],['India'],3732224000000.0
Zimna wojna,25030444,4800000,R,Drama,"['French', 'Polish']","['France', 'Poland', 'United Kingdom']",7223247000000.0
Geugeotmani Nae Sesang,24376704,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Manyeo,24217796,0,,Action,['Korean'],['South Korea'],1709232000000.0
Natsume's Book of Friends The Movie: Tied to the Temporal World,23913019,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Tamjeong 2,23832011,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Inori no maku ga oriru toki,23376243,0,,Thriller/Suspense,[],['Japan'],4230862000000.0
New Happy Dad and Son 3: Adventure in Russia,23130468,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Won’t You Be My Neighbor?,22847659,0,PG-13,Documentary,['English'],['United States'],26949643000000.0
Gekijouban Poketto monsutâ: Minna no Monogatari,22630448,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Ba Li Gong Lue,22446966,0,,Comedy,['Cantonese'],['Hong Kong'],385546000000.0
Yun Nan Chong Gu Yunnan Valley,22369964,0,,Action,['Mandarin'],['China'],17700899000000.0
The Guernsey Literary and Potato Peel Pie Society,22253795,0,,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Tout le Monde Debout,22078709,0,,Comedy,['French'],"['Belgium', 'France']",3676527000000.0
Proud Mary,21709539,30000000,R,Action,['English'],['United States'],26949643000000.0
Da Shi Xiong,21451708,0,,Multiple Genres,"['Cantonese', 'English']",['Hong Kong'],385546000000.0
If Beale Street Could Talk,21398371,12000000,R,Drama,['English'],['United States'],26949643000000.0
Minha Vida em Marte,21105636,0,,Comedy,['Portuguese'],['Brazil'],2126809000000.0
They Shall Not Grow Old,20978523,0,R,Documentary,['English'],"['New Zealand', 'United Kingdom']",3581474000000.0
Alad’2,20917377,0,,Comedy,['French'],['France'],3049016000000.0
Neoeui kyeol hoonsik,20901029,0,,Romantic Comedy,['Korean'],['South Korea'],1709232000000.0
Superfly,20739323,16000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Sonu Ke Titu Ki Sweety,20686846,0,,Romantic Comedy,['Hindi'],['India'],3732224000000.0
Raid,20588391,0,,Drama,['Hindi'],['India'],3732224000000.0
Gonjiam: Haunted Asylum,20345580,0,,Horror,['Korean'],['South Korea'],1709232000000.0
Gu Jian Qi Tan Zhi Liu Yue Zhao Ming,20079528,0,G,Action,['Mandarin'],['China'],17700899000000.0
Bharat Ane Nenu,20069778,0,,Thriller/Suspense,['Telugu'],['India'],3732224000000.0
Ye Wen hui chuan: Zhang Tianzhi,19781947,0,,Action,"['Cantonese', 'English', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Paw Patrol Mighty Pups: The Movie,19668014,0,,Adventure,['English'],['Canada'],2117805000000.0
Mokgyeokja,19469123,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
The Leisure Seeker,19340538,0,R,Drama,['English'],"['France', 'Italy']",5235098000000.0
Oolong Courtyard:Kung Fu School,19110296,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Duck Duck Goose,18783530,0,PG,Adventure,['English'],['United States'],26949643000000.0
The Wife,18731409,0,R,Drama,['English'],"['Sweden', 'United Kingdom', 'United States']",30878812000000.0
Joseon Myungtamjung: Heubhyeolgwimaui Bimil,18708399,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Jigeum Mannareo Gabmida,18634127,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Tian Qi Yu Bao,18485628,0,,Adventure,['Mandarin'],['China'],17700899000000.0
Müslüm,18420808,0,,Drama,['Turkish'],['Turkey'],1154600000000.0
Hell Fest,18294883,5500000,R,Horror,['English'],['United States'],26949643000000.0
Sorry to Bother You,18285560,3200000,R,Black Comedy,['English'],['United States'],26949643000000.0
Chappaquiddick,18148091,0,PG-13,Drama,['English'],['United States'],26949643000000.0
"Belle et Sébastien 3, le Dernier Chapitre",17939744,0,,Adventure,['French'],['France'],3049016000000.0
Todos lo saben,17791656,0,R,Drama,['Spanish'],['Spain'],1582054000000.0
Operation Finale,17612099,20000000,PG-13,Drama,"['English', 'Spanish']",['United States'],26949643000000.0
Finding Your Feet,17570654,7000000,PG-13,Comedy,['English'],"['Australia', 'Canada', 'United Kingdom', 'United States']",34087220000000.0
Durante la tormenta,17361796,0,,Drama,['Spanish'],['Spain'],1582054000000.0
Beautiful Boy,17326032,25000000,R,Drama,['English'],['United States'],26949643000000.0
21 Ke La,17241380,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Kureyon Shinchan: Bakumori! Kanfu Boizu ~Ramen Tairan~,17158729,0,,Adventure,[],['Japan'],4230862000000.0
Upgrade,16976561,3000000,R,Thriller/Suspense,['English'],['Australia'],1687713000000.0
The Old Man and the Gun,16955673,15800000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Sumaho o otoshita dake na no ni,16831582,0,,Thriller/Suspense,['Japanese'],['Japan'],4230862000000.0
102 Not Out,16765212,0,PG,Comedy,['Hindi'],['India'],3732224000000.0
Escape Plan 2: Hades,16668668,0,R,Thriller/Suspense,['English'],"['China', 'United States']",44650542000000.0
Feng Yu Zhou,16558135,0,G,Adventure,[],['China'],17700899000000.0
Arif v 216,16495648,0,,Comedy,['Turkish'],['Turkey'],1154600000000.0
Unfriended: Dark Web,16434588,1000000,R,Horror,['English'],['United States'],26949643000000.0
Forever My Girl,16376066,3500000,PG,Drama,['English'],['United States'],26949643000000.0
Tully,15952688,0,R,Comedy,['English'],['United States'],26949643000000.0
Colette,15910183,0,R,Drama,['English'],"['Hungary', 'United Kingdom', 'United States']",30485531000000.0
Myeong Dang,15856608,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Superlópez,15458332,0,,Comedy,['Spanish'],['Spain'],1582054000000.0
Yugo & Lala 4,15382225,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Hyeobsang,15206778,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Soratobu taiya,15101476,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Xing Fu Ma Shang Lai,14798770,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Blood-Soaked GuangChang,14651659,0,G,Action,[],['China'],17700899000000.0
The Sisters Brothers,14636067,38000000,R,Western,['English'],"['France', 'Romania', 'Spain', 'United States']",31931127000000.0
Mayakwang,14446477,0,,Action,['Korean'],['South Korea'],1709232000000.0
RBG,14445571,0,PG,Documentary,['English'],['United States'],26949643000000.0
Eighth Grade,14348020,2000000,R,Drama,['English'],['United States'],26949643000000.0
Unsane,14296709,1500000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Ya Veremos,14141504,0,PG-13,Drama,['Spanish'],['Mexico'],1811468000000.0
The Children Act,14035592,0,R,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
100 Dinge,13937010,0,,Comedy,"['English', 'Finnish', 'German']",['Germany'],4429838000000.0
Io sono Tempesta,13748817,0,,Documentary,['Italian'],['Italy'],2186082000000.0
Chihayafuru: Musubi,13649091,0,,Drama,[],['Japan'],4230862000000.0
Three Identical Strangers,13367948,0,PG-13,Documentary,['English'],['United Kingdom'],3332059000000.0
Hotel Artemis,13316627,15000000,R,Thriller/Suspense,['English'],['United Kingdom'],3332059000000.0
Trener,13201162,6250000,,Drama,['Russian'],['Russia'],1862470000000.0
Le Jeu,13189052,0,,Comedy,['French'],"['Belgium', 'France']",3676527000000.0
Kobiety Mafii,13100948,0,,Action,['Polish'],['Poland'],842172000000.0
